Code,Wilaya,Moughataa,Commune,GPS Latitude,GPS Longitude
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
6,Trarza,Mederdra,Beir Taouress,,
6,Trarza,Mederdra,Beir Taouress,,
6,Trarza,Mederdra,Beir Taouress,,
6,Trarza,Mederdra,Beir Taouress,,
6,Trarza,Mederdra,Beir Taouress,,
6,Trarza,Mederdra,Beir Taouress,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
1,Hodh Chargui,Djiguenni,Feireni,,
1,Hodh Chargui,Djiguenni,Feireni,,
1,Hodh Chargui,Djiguenni,Feireni,,
1,Hodh Chargui,Djiguenni,Feireni,,
1,Hodh Chargui,Djiguenni,Feireni,,
1,Hodh Chargui,Djiguenni,Feireni,,
3,Assaba,Boumdeid,Boumdeid,,
3,Assaba,Boumdeid,Boumdeid,,
3,Assaba,Boumdeid,Boumdeid,,
3,Assaba,Boumdeid,Boumdeid,,
3,Assaba,Boumdeid,Boumdeid,,
3,Assaba,Boumdeid,Boumdeid,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
3,Assaba,Guerou,Guerou,,
3,Assaba,Guerou,Guerou,,
3,Assaba,Guerou,Guerou,,
3,Assaba,Guerou,Guerou,,
3,Assaba,Guerou,Guerou,,
3,Assaba,Guerou,Guerou,,
5,Brakna,Aleg,Aleg,,
5,Brakna,Aleg,Aleg,,
5,Brakna,Aleg,Aleg,,
5,Brakna,Aleg,Aleg,,
5,Brakna,Aleg,Aleg,,
5,Brakna,Aleg,Aleg,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,Ouad Naga,Aouleiygat,,
6,Trarza,Ouad Naga,Aouleiygat,,
6,Trarza,Ouad Naga,Aouleiygat,,
6,Trarza,Ouad Naga,Aouleiygat,,
6,Trarza,Ouad Naga,Aouleiygat,,
6,Trarza,Ouad Naga,Aouleiygat,,
2,Hodh El Gharbi,Koubenni,Timzine,,
2,Hodh El Gharbi,Koubenni,Timzine,,
2,Hodh El Gharbi,Koubenni,Timzine,,
2,Hodh El Gharbi,Koubenni,Timzine,,
2,Hodh El Gharbi,Koubenni,Timzine,,
2,Hodh El Gharbi,Koubenni,Timzine,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
1,Hodh Chargui,Timbedra,Timbedra,,
1,Hodh Chargui,Timbedra,Timbedra,,
1,Hodh Chargui,Timbedra,Timbedra,,
1,Hodh Chargui,Timbedra,Timbedra,,
1,Hodh Chargui,Timbedra,Timbedra,,
1,Hodh Chargui,Timbedra,Timbedra,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
1,Hodh Chargui,Néma,Jreif,,
1,Hodh Chargui,Néma,Jreif,,
1,Hodh Chargui,Néma,Jreif,,
1,Hodh Chargui,Néma,Jreif,,
1,Hodh Chargui,Néma,Jreif,,
1,Hodh Chargui,Néma,Jreif,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
9,Tagant,Tidjikja,Tidjikja,,
9,Tagant,Tidjikja,Tidjikja,,
9,Tagant,Tidjikja,Tidjikja,,
9,Tagant,Tidjikja,Tidjikja,,
9,Tagant,Tidjikja,Tidjikja,,
9,Tagant,Tidjikja,Tidjikja,,
5,Brakna,Boghé,Boghé,,
5,Brakna,Boghé,Boghé,,
5,Brakna,Boghé,Boghé,,
5,Brakna,Boghé,Boghé,,
5,Brakna,Boghé,Boghé,,
5,Brakna,Boghé,Boghé,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
6,Trarza,Ouad Naga,Aouleiygat,,
6,Trarza,Ouad Naga,Aouleiygat,,
6,Trarza,Ouad Naga,Aouleiygat,,
6,Trarza,Ouad Naga,Aouleiygat,,
6,Trarza,Ouad Naga,Aouleiygat,,
6,Trarza,Ouad Naga,Aouleiygat,,
12,Inchiri,Bennechab,Bennechab,,
12,Inchiri,Bennechab,Bennechab,,
12,Inchiri,Bennechab,Bennechab,,
12,Inchiri,Bennechab,Bennechab,,
12,Inchiri,Bennechab,Bennechab,,
12,Inchiri,Bennechab,Bennechab,,
2,Hodh El Gharbi,Koubenni,Timzine,,
2,Hodh El Gharbi,Koubenni,Timzine,,
2,Hodh El Gharbi,Koubenni,Timzine,,
2,Hodh El Gharbi,Koubenni,Timzine,,
2,Hodh El Gharbi,Koubenni,Timzine,,
2,Hodh El Gharbi,Koubenni,Timzine,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
3,Assaba,Boumdeid,Boumdeid,,
3,Assaba,Boumdeid,Boumdeid,,
3,Assaba,Boumdeid,Boumdeid,,
3,Assaba,Boumdeid,Boumdeid,,
3,Assaba,Boumdeid,Boumdeid,,
3,Assaba,Boumdeid,Boumdeid,,
11,Tiris Zemmour,F'Deirick,F'Deirick,,
11,Tiris Zemmour,F'Deirick,F'Deirick,,
11,Tiris Zemmour,F'Deirick,F'Deirick,,
11,Tiris Zemmour,F'Deirick,F'Deirick,,
11,Tiris Zemmour,F'Deirick,F'Deirick,,
11,Tiris Zemmour,F'Deirick,F'Deirick,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
6,Trarza,R'Kiz,Boutalhaye,,
6,Trarza,R'Kiz,Boutalhaye,,
6,Trarza,R'Kiz,Boutalhaye,,
6,Trarza,R'Kiz,Boutalhaye,,
6,Trarza,R'Kiz,Boutalhaye,,
6,Trarza,R'Kiz,Boutalhaye,,
3,Assaba,Boumdeid,Boumdeid,,
3,Assaba,Boumdeid,Boumdeid,,
3,Assaba,Boumdeid,Boumdeid,,
3,Assaba,Boumdeid,Boumdeid,,
3,Assaba,Boumdeid,Boumdeid,,
3,Assaba,Boumdeid,Boumdeid,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
6,Trarza,Ouad Naga,Ouad Naga,,
6,Trarza,Ouad Naga,Ouad Naga,,
6,Trarza,Ouad Naga,Ouad Naga,,
6,Trarza,Ouad Naga,Ouad Naga,,
6,Trarza,Ouad Naga,Ouad Naga,,
6,Trarza,Ouad Naga,Ouad Naga,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
7,Adrar,Ouadane,Ouadane,,
7,Adrar,Ouadane,Ouadane,,
7,Adrar,Ouadane,Ouadane,,
7,Adrar,Ouadane,Ouadane,,
7,Adrar,Ouadane,Ouadane,,
7,Adrar,Ouadane,Ouadane,,
2,Hodh El Gharbi,Tintane,Tintane,,
2,Hodh El Gharbi,Tintane,Tintane,,
2,Hodh El Gharbi,Tintane,Tintane,,
2,Hodh El Gharbi,Tintane,Tintane,,
2,Hodh El Gharbi,Tintane,Tintane,,
2,Hodh El Gharbi,Tintane,Tintane,,
1,Hodh Chargui,Amourj,Amourj,,
1,Hodh Chargui,Amourj,Amourj,,
1,Hodh Chargui,Amourj,Amourj,,
1,Hodh Chargui,Amourj,Amourj,,
1,Hodh Chargui,Amourj,Amourj,,
1,Hodh Chargui,Amourj,Amourj,,
10,Guidimagha,Sélibaby,Sélibaby,,
10,Guidimagha,Sélibaby,Sélibaby,,
10,Guidimagha,Sélibaby,Sélibaby,,
10,Guidimagha,Sélibaby,Sélibaby,,
10,Guidimagha,Sélibaby,Sélibaby,,
10,Guidimagha,Sélibaby,Sélibaby,,
9,Tagant,Moudjeria,Soudoud,,
9,Tagant,Moudjeria,Soudoud,,
9,Tagant,Moudjeria,Soudoud,,
9,Tagant,Moudjeria,Soudoud,,
9,Tagant,Moudjeria,Soudoud,,
9,Tagant,Moudjeria,Soudoud,,
1,Hodh Chargui,Timbedra,Timbedra,,
1,Hodh Chargui,Timbedra,Timbedra,,
1,Hodh Chargui,Timbedra,Timbedra,,
1,Hodh Chargui,Timbedra,Timbedra,,
1,Hodh Chargui,Timbedra,Timbedra,,
1,Hodh Chargui,Timbedra,Timbedra,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
7,Adrar,Atar,Atar,,
7,Adrar,Atar,Atar,,
7,Adrar,Atar,Atar,,
7,Adrar,Atar,Atar,,
7,Adrar,Atar,Atar,,
7,Adrar,Atar,Atar,,
1,Hodh Chargui,Néma,Néma,,
1,Hodh Chargui,Néma,Néma,,
1,Hodh Chargui,Néma,Néma,,
1,Hodh Chargui,Néma,Néma,,
1,Hodh Chargui,Néma,Néma,,
1,Hodh Chargui,Néma,Néma,,
15,Nouakchott Sud,Riyad,Riyad,,
15,Nouakchott Sud,Riyad,Riyad,,
15,Nouakchott Sud,Riyad,Riyad,,
15,Nouakchott Sud,Riyad,Riyad,,
15,Nouakchott Sud,Riyad,Riyad,,
15,Nouakchott Sud,Riyad,Riyad,,
4,Gorgol,Maghama,Maghama,,
4,Gorgol,Maghama,Maghama,,
4,Gorgol,Maghama,Maghama,,
4,Gorgol,Maghama,Maghama,,
4,Gorgol,Maghama,Maghama,,
4,Gorgol,Maghama,Maghama,,
6,Trarza,R'Kiz,Boutalhaye,,
6,Trarza,R'Kiz,Boutalhaye,,
6,Trarza,R'Kiz,Boutalhaye,,
6,Trarza,R'Kiz,Boutalhaye,,
6,Trarza,R'Kiz,Boutalhaye,,
6,Trarza,R'Kiz,Boutalhaye,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
11,Tiris Zemmour,F'Deirick,F'Deirick,,
11,Tiris Zemmour,F'Deirick,F'Deirick,,
11,Tiris Zemmour,F'Deirick,F'Deirick,,
11,Tiris Zemmour,F'Deirick,F'Deirick,,
11,Tiris Zemmour,F'Deirick,F'Deirick,,
11,Tiris Zemmour,F'Deirick,F'Deirick,,
15,Nouakchott Sud,Riyad,Riyad,,
15,Nouakchott Sud,Riyad,Riyad,,
15,Nouakchott Sud,Riyad,Riyad,,
15,Nouakchott Sud,Riyad,Riyad,,
15,Nouakchott Sud,Riyad,Riyad,,
15,Nouakchott Sud,Riyad,Riyad,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
6,Trarza,Ouad Naga,Ouad Naga,,
6,Trarza,Ouad Naga,Ouad Naga,,
6,Trarza,Ouad Naga,Ouad Naga,,
6,Trarza,Ouad Naga,Ouad Naga,,
6,Trarza,Ouad Naga,Ouad Naga,,
6,Trarza,Ouad Naga,Ouad Naga,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
2,Hodh El Gharbi,Koubenni,Koubenni,,
2,Hodh El Gharbi,Koubenni,Koubenni,,
2,Hodh El Gharbi,Koubenni,Koubenni,,
2,Hodh El Gharbi,Koubenni,Koubenni,,
2,Hodh El Gharbi,Koubenni,Koubenni,,
2,Hodh El Gharbi,Koubenni,Koubenni,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Aïoun,Doueirare,,
2,Hodh El Gharbi,Aïoun,Doueirare,,
2,Hodh El Gharbi,Aïoun,Doueirare,,
2,Hodh El Gharbi,Aïoun,Doueirare,,
2,Hodh El Gharbi,Aïoun,Doueirare,,
2,Hodh El Gharbi,Aïoun,Doueirare,,
2,Hodh El Gharbi,Aïoun,Ten Hamadi,,
2,Hodh El Gharbi,Aïoun,Ten Hamadi,,
2,Hodh El Gharbi,Aïoun,Ten Hamadi,,
2,Hodh El Gharbi,Aïoun,Ten Hamadi,,
2,Hodh El Gharbi,Aïoun,Ten Hamadi,,
2,Hodh El Gharbi,Aïoun,Ten Hamadi,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
6,Trarza,Mederdra,Taguilalet,,
6,Trarza,Mederdra,Taguilalet,,
6,Trarza,Mederdra,Taguilalet,,
6,Trarza,Mederdra,Taguilalet,,
6,Trarza,Mederdra,Taguilalet,,
6,Trarza,Mederdra,Taguilalet,,
2,Hodh El Gharbi,Aïoun,Doueirare,,
2,Hodh El Gharbi,Aïoun,Doueirare,,
2,Hodh El Gharbi,Aïoun,Doueirare,,
2,Hodh El Gharbi,Aïoun,Doueirare,,
2,Hodh El Gharbi,Aïoun,Doueirare,,
2,Hodh El Gharbi,Aïoun,Doueirare,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
1,Hodh Chargui,Néma,Bangou,,
1,Hodh Chargui,Néma,Bangou,,
1,Hodh Chargui,Néma,Bangou,,
1,Hodh Chargui,Néma,Bangou,,
1,Hodh Chargui,Néma,Bangou,,
1,Hodh Chargui,Néma,Bangou,,
15,Nouakchott Sud,El Mina,El Mina,,
15,Nouakchott Sud,El Mina,El Mina,,
15,Nouakchott Sud,El Mina,El Mina,,
15,Nouakchott Sud,El Mina,El Mina,,
15,Nouakchott Sud,El Mina,El Mina,,
15,Nouakchott Sud,El Mina,El Mina,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
15,Nouakchott Sud,Riyad,Riyad,,
15,Nouakchott Sud,Riyad,Riyad,,
15,Nouakchott Sud,Riyad,Riyad,,
15,Nouakchott Sud,Riyad,Riyad,,
15,Nouakchott Sud,Riyad,Riyad,,
15,Nouakchott Sud,Riyad,Riyad,,
1,Hodh Chargui,Néma,Beribave,,
1,Hodh Chargui,Néma,Beribave,,
1,Hodh Chargui,Néma,Beribave,,
1,Hodh Chargui,Néma,Beribave,,
1,Hodh Chargui,Néma,Beribave,,
1,Hodh Chargui,Néma,Beribave,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
1,Hodh Chargui,Bassiknou,Dhar,,
1,Hodh Chargui,Bassiknou,Dhar,,
1,Hodh Chargui,Bassiknou,Dhar,,
1,Hodh Chargui,Bassiknou,Dhar,,
1,Hodh Chargui,Bassiknou,Dhar,,
1,Hodh Chargui,Bassiknou,Dhar,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Djiguenni,Djiguenni,,
1,Hodh Chargui,Djiguenni,Djiguenni,,
1,Hodh Chargui,Djiguenni,Djiguenni,,
1,Hodh Chargui,Djiguenni,Djiguenni,,
1,Hodh Chargui,Djiguenni,Djiguenni,,
1,Hodh Chargui,Djiguenni,Djiguenni,,
10,Guidimagha,Sélibaby,Sélibaby,,
10,Guidimagha,Sélibaby,Sélibaby,,
10,Guidimagha,Sélibaby,Sélibaby,,
10,Guidimagha,Sélibaby,Sélibaby,,
10,Guidimagha,Sélibaby,Sélibaby,,
10,Guidimagha,Sélibaby,Sélibaby,,
7,Adrar,Atar,Tawaz,,
7,Adrar,Atar,Tawaz,,
7,Adrar,Atar,Tawaz,,
7,Adrar,Atar,Tawaz,,
7,Adrar,Atar,Tawaz,,
7,Adrar,Atar,Tawaz,,
5,Brakna,Magtalahjar,Magtalahjar,,
1,Hodh Chargui,Néma,Mabrouk,,
5,Brakna,Magtalahjar,Magtalahjar,,
5,Brakna,Magtalahjar,Magtalahjar,,
3,Assaba,Kiffa,Kiffa,,
5,Brakna,Magtalahjar,Magtalahjar,,
3,Assaba,Kiffa,Kiffa,,
5,Brakna,Magtalahjar,Magtalahjar,,
3,Assaba,Kiffa,Kiffa,,
1,Hodh Chargui,Néma,Mabrouk,,
5,Brakna,Magtalahjar,Magtalahjar,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
1,Hodh Chargui,Néma,Mabrouk,,
1,Hodh Chargui,Néma,Mabrouk,,
1,Hodh Chargui,Néma,Mabrouk,,
1,Hodh Chargui,Néma,Mabrouk,,
2,Hodh El Gharbi,Tintane,Devaa,,
2,Hodh El Gharbi,Tintane,Devaa,,
2,Hodh El Gharbi,Tintane,Devaa,,
2,Hodh El Gharbi,Tintane,Devaa,,
2,Hodh El Gharbi,Tintane,Devaa,,
2,Hodh El Gharbi,Tintane,Devaa,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
12,Inchiri,Akjoujt,Akjoujt,,
12,Inchiri,Akjoujt,Akjoujt,,
12,Inchiri,Akjoujt,Akjoujt,,
12,Inchiri,Akjoujt,Akjoujt,,
12,Inchiri,Akjoujt,Akjoujt,,
12,Inchiri,Akjoujt,Akjoujt,,
6,Trarza,Ouad Naga,Ouad Naga,,
6,Trarza,Ouad Naga,Ouad Naga,,
6,Trarza,Ouad Naga,Ouad Naga,,
6,Trarza,Ouad Naga,Ouad Naga,,
6,Trarza,Ouad Naga,Ouad Naga,,
6,Trarza,Ouad Naga,Ouad Naga,,
4,Gorgol,Maghama,Daw,,
4,Gorgol,Maghama,Daw,,
4,Gorgol,Maghama,Daw,,
4,Gorgol,Maghama,Daw,,
4,Gorgol,Maghama,Daw,,
4,Gorgol,Maghama,Daw,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
9,Tagant,Tidjikja,Tidjikja,,
9,Tagant,Tidjikja,Tidjikja,,
9,Tagant,Tidjikja,Tidjikja,,
9,Tagant,Tidjikja,Tidjikja,,
9,Tagant,Tidjikja,Tidjikja,,
9,Tagant,Tidjikja,Tidjikja,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
13,Nouakchott Ouest,Tevragh Zeina,Tevragh Zeina,,
13,Nouakchott Ouest,Tevragh Zeina,Tevragh Zeina,,
13,Nouakchott Ouest,Tevragh Zeina,Tevragh Zeina,,
13,Nouakchott Ouest,Tevragh Zeina,Tevragh Zeina,,
13,Nouakchott Ouest,Tevragh Zeina,Tevragh Zeina,,
13,Nouakchott Ouest,Tevragh Zeina,Tevragh Zeina,,
15,Nouakchott Sud,El Mina,El Mina,,
15,Nouakchott Sud,El Mina,El Mina,,
15,Nouakchott Sud,El Mina,El Mina,,
15,Nouakchott Sud,El Mina,El Mina,,
15,Nouakchott Sud,El Mina,El Mina,,
15,Nouakchott Sud,El Mina,El Mina,,
3,Assaba,Boumdeid,Lavtah,,
3,Assaba,Boumdeid,Lavtah,,
3,Assaba,Boumdeid,Lavtah,,
5,Brakna,Bababé,Bababé,,
3,Assaba,Boumdeid,Lavtah,,
5,Brakna,Bababé,Bababé,,
3,Assaba,Boumdeid,Lavtah,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Boumdeid,Lavtah,,
3,Assaba,Kiffa,Kiffa,,
5,Brakna,Bababé,Bababé,,
5,Brakna,Bababé,Bababé,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
5,Brakna,Bababé,Bababé,,
3,Assaba,Kiffa,Kiffa,,
1,Hodh Chargui,Timbedra,Etouil,,
5,Brakna,Bababé,Bababé,,
13,Nouakchott Ouest,Tevragh Zeina,Tevragh Zeina,,
1,Hodh Chargui,Timbedra,Etouil,,
13,Nouakchott Ouest,Tevragh Zeina,Tevragh Zeina,,
1,Hodh Chargui,Timbedra,Etouil,,
13,Nouakchott Ouest,Tevragh Zeina,Tevragh Zeina,,
1,Hodh Chargui,Timbedra,Etouil,,
13,Nouakchott Ouest,Tevragh Zeina,Tevragh Zeina,,
13,Nouakchott Ouest,Tevragh Zeina,Tevragh Zeina,,
1,Hodh Chargui,Timbedra,Etouil,,
13,Nouakchott Ouest,Tevragh Zeina,Tevragh Zeina,,
1,Hodh Chargui,Timbedra,Etouil,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
